"Time (UTC)","Barometric Pressure (mbar)","Temperature (degrees F)","Dewpoint (degrees F)","Relative Humidity (%)","Wind speed (mph)","Wind direction (degrees)","Analysis Barometric Pressure (mbar)","Analysis Temperature (degrees F)","Analysis Dewpoint (degrees F)","Analysis Relative Humidity (%)","Analysis Wind speed (mph)","Analysis Wind direction (degrees)"
2017-02-09 20:10:00,1011.60,79.0,44.9,30,2,277,1016.25,80.9,43.8,27,1.0,232
2017-02-09 20:15:00,1011.50,80.0,44.9,28,3,334,1016.25,80.9,43.8,27,1.0,232
2017-02-09 20:20:00,1011.50,80.0,45.8,30,3,339,1016.21,80.9,43.8,27,1.0,232
2017-02-09 20:25:00,1011.40,80.0,44.9,28,2,340,1016.21,80.9,43.8,27,1.0,232
2017-02-09 20:30:00,1011.40,80.0,45.8,30,3,336,1016.18,80.9,43.8,27,1.0,232
2017-02-09 20:35:00,1011.30,80.0,44.9,28,4,310,1016.80,80.9,43.8,27,1.0,232
2017-02-09 20:40:00,1011.20,80.0,44.9,28,4,331,1015.66,79.3,43.8,28,1.0,232
2017-02-09 20:45:00,1011.20,80.0,43.0,26,4,281,1015.08,79.5,43.8,28,1.0,232
2017-02-09 20:50:00,1011.10,80.0,43.9,27,4,279,1013.76,79.5,43.8,28,1.0,232
2017-02-09 20:55:00,1011.00,81.0,43.8,26,4,316,1015.18,83.1,42.6,24,1.3,259
2017-02-09 21:00:00,1010.90,81.0,42.9,26,4,306,1016.01,83.1,41.3,22,1.3,259
2017-02-09 21:05:00,1010.90,82.0,43.7,25,4,267,1016.02,83.1,41.8,23,1.3,259
2017-02-09 21:10:00,1010.70,82.0,42.7,24,3,321,1016.01,83.1,42.3,23,1.4,259
2017-02-09 21:15:00,1010.70,83.0,42.5,23,2,313,1014.92,83.1,42.3,23,1.4,259
2017-02-09 21:20:00,1010.60,83.0,42.5,23,2,300,1014.26,83.1,42.3,23,1.4,259
2017-02-09 21:25:00,1010.60,83.0,42.5,23,2,291,1014.80,83.1,42.3,23,1.4,259
2017-02-09 21:30:00,1010.60,83.0,41.4,23,3,237,1014.80,83.1,42.3,23,1.4,259
2017-02-09 21:35:00,1010.50,84.0,42.2,23,3,284,1013.04,83.1,42.3,23,1.4,259
2017-02-09 21:40:00,1010.50,84.0,42.2,23,3,311,1013.04,83.1,42.3,23,1.4,259
2017-02-09 21:45:00,1010.50,83.0,42.5,23,4,303,1013.04,83.1,42.3,23,1.3,259
2017-02-09 21:50:00,1010.30,83.0,43.5,24,5,327,1014.91,83.4,42.4,23,2.3,264
2017-02-09 21:55:00,1010.30,83.0,43.5,24,5,332,1014.85,83.4,42.2,23,2.3,264
2017-02-09 22:00:00,1010.30,82.0,42.7,24,4,301,1014.85,83.4,42.6,23,2.3,264
2017-02-09 22:05:00,1010.30,83.0,44.5,25,4,308,1014.95,83.4,42.6,23,2.3,264
2017-02-09 22:10:00,1010.20,83.0,43.5,24,4,298,1014.59,83.4,42.6,23,2.3,264
2017-02-09 22:15:00,1010.20,82.0,43.7,25,4,277,1014.57,83.4,42.6,23,2.3,264
2017-02-09 22:20:00,1010.20,82.0,43.7,25,4,285,1014.57,83.4,42.6,23,2.3,264
2017-02-09 22:25:00,1010.10,82.0,43.7,25,5,274,1014.57,83.4,42.7,23,2.3,264
2017-02-09 22:30:00,1010.10,82.0,42.7,24,5,285,1013.87,83.4,42.4,23,2.3,264
2017-02-09 22:36:00,1010.10,82.0,42.7,24,4,261,1013.87,83.4,42.2,23,2.3,264
2017-02-09 22:41:00,1010.20,82.0,42.7,24,5,323,1014.32,83.4,42.4,23,2.3,264
2017-02-09 22:46:00,1010.20,82.0,41.6,23,6,312,1012.65,83.4,42.4,23,2.3,264
2017-02-09 22:51:00,1010.20,82.0,41.6,23,6,280,1014.77,81.7,43.9,26,4.0,273
2017-02-09 22:56:00,1010.20,82.0,41.6,23,6,305,1014.77,81.7,43.9,26,4.0,273
2017-02-09 23:01:00,1010.10,82.0,43.7,25,6,319,1015.15,81.7,43.9,26,4.0,273
2017-02-09 23:06:00,1010.10,81.0,43.8,26,6,237,1015.15,81.7,43.9,26,4.0,273
2017-02-09 23:17:00,1010.20,81.0,44.8,28,6,278,1014.77,81.7,43.9,26,4.2,282
2017-02-09 23:22:00,1010.10,81.0,44.8,28,6,290,1014.77,81.7,43.9,26,4.2,282
2017-02-09 23:38:00,1010.20,80.0,43.9,27,6,269,1014.44,81.7,43.9,26,4.2,282
2017-02-09 23:47:00,1010.10,79.0,44.0,29,7,335,1012.63,81.7,43.9,26,4.2,282
2017-02-09 23:56:00,1010.10,79.0,44.9,30,5,287,,,,,,
2017-02-10 00:01:00,1010.10,78.0,44.0,29,5,294,1014.57,78.1,45.2,31,2.8,257
2017-02-10 00:06:00,1010.20,78.0,44.9,30,5,312,1014.57,78.1,45.2,31,2.8,257
2017-02-10 00:11:00,1010.20,77.0,44.0,31,6,306,1014.57,78.1,45.2,31,2.8,257
2017-02-10 00:16:00,1010.10,77.0,44.9,31,6,285,1014.57,78.1,45.2,31,2.8,257
2017-02-10 00:21:00,1010.30,76.0,44.8,32,6,287,1014.57,78.1,45.2,31,2.8,257
2017-02-10 00:26:00,1010.30,77.0,45.7,32,5,318,1014.57,78.1,45.1,31,2.8,257
2017-02-10 00:31:00,1010.50,77.0,45.7,32,4,314,1014.57,78.1,45.1,31,2.8,257
2017-02-10 00:36:00,1010.50,77.0,46.5,33,5,317,1014.80,78.1,45.1,31,2.8,257
2017-02-10 00:41:00,1010.50,76.0,46.4,34,5,337,1012.27,78.1,45.1,31,2.8,257
2017-02-10 00:46:00,1010.50,76.0,46.4,34,5,324,1012.39,78.1,45.1,31,2.8,257
2017-02-10 00:51:00,1010.60,76.0,46.4,34,4,315,1015.48,74.9,47.7,38,3.0,277
2017-02-10 00:56:00,1010.80,76.0,47.1,36,5,267,1015.51,74.9,47.7,38,3.0,277
2017-02-10 01:01:00,1010.80,75.0,46.9,36,5,304,1015.69,74.9,47.7,38,3.0,277
2017-02-10 01:06:00,1010.80,75.0,46.9,36,6,288,1015.69,74.9,47.7,38,3.0,277
2017-02-10 01:11:00,1010.80,74.0,46.8,38,5,289,1015.61,74.9,47.7,38,3.0,277
2017-02-10 01:16:00,1010.90,74.0,46.8,38,5,306,1015.61,74.9,47.7,38,3.0,277
2017-02-10 01:21:00,1010.90,74.0,47.5,38,4,302,1015.61,74.9,47.7,38,3.0,277
2017-02-10 01:26:00,1010.90,73.0,46.6,38,4,272,1013.90,74.9,47.7,38,3.0,277
2017-02-10 01:31:00,1011.00,73.0,46.6,38,3,277,1014.04,74.9,47.7,38,3.0,277
2017-02-10 01:36:00,1011.20,73.0,47.2,40,2,303,1014.04,74.9,47.7,38,3.0,277
2017-02-10 01:41:00,1011.30,73.0,47.2,40,1,271,1014.04,74.9,47.7,38,3.0,277
2017-02-10 01:46:00,1011.40,72.0,47.0,41,2,275,1013.96,74.9,47.7,38,3.0,277
2017-02-10 01:51:00,1011.50,72.0,47.0,41,2,288,1017.29,71.1,47.5,43,1.7,270
2017-02-10 01:56:00,1011.60,72.0,47.0,41,2,300,1017.29,71.1,47.5,43,1.7,270
2017-02-10 02:01:00,1011.70,72.0,47.0,41,2,316,1017.29,71.1,47.5,43,1.7,270
2017-02-10 02:06:00,1011.70,71.0,46.7,41,3,328,1017.29,71.1,47.5,43,1.7,270
2017-02-10 02:11:00,1011.90,71.0,46.7,41,4,315,1017.29,71.1,47.5,43,1.7,270
2017-02-10 02:16:00,1011.90,71.0,47.4,42,3,315,1017.29,71.1,47.5,43,1.7,270
2017-02-10 02:21:00,1012.00,71.0,47.4,42,2,300,1017.29,71.1,47.5,43,1.7,270
2017-02-10 02:26:00,1012.00,70.0,47.1,43,1,318,1017.29,71.1,47.5,43,1.7,270
2017-02-10 02:31:00,1012.00,70.0,47.1,43,2,313,1017.29,71.1,47.5,43,1.7,270
2017-02-10 02:36:00,1012.20,70.0,47.7,44,3,327,1017.29,71.1,47.5,43,1.7,270
2017-02-10 02:41:00,1012.20,69.0,46.8,44,3,330,1015.40,71.1,47.5,43,1.7,270
2017-02-10 02:46:00,1012.30,69.0,47.4,46,2,330,1015.38,71.1,47.5,43,1.7,270
2017-02-10 02:51:00,1012.40,69.0,47.4,46,0,330,1017.13,67.4,48.0,49,0.7,334
2017-02-10 02:56:00,1012.50,69.0,47.4,46,0,330,1017.32,67.4,48.0,49,0.7,334
2017-02-10 03:02:00,1012.50,68.0,47.0,47,0,0,1017.16,67.4,48.0,49,0.7,340
2017-02-10 03:07:00,1012.50,68.0,47.0,47,0,0,1017.16,67.4,48.0,49,0.7,340
2017-02-10 03:12:00,1012.60,68.0,47.0,47,0,330,1017.11,67.4,48.0,49,0.7,334
2017-02-10 03:17:00,1012.60,68.0,47.0,47,0,330,1017.11,67.4,48.0,49,0.7,334
2017-02-10 03:22:00,1012.50,68.0,47.6,48,0,330,1017.27,67.4,48.0,49,0.7,334
2017-02-10 03:27:00,1012.50,68.0,47.6,48,1,133,1016.62,67.4,48.0,49,0.8,334
2017-02-10 03:32:00,1012.50,68.0,47.6,48,3,133,1015.04,67.4,48.0,49,0.8,334
2017-02-10 03:37:00,1012.50,68.0,47.6,48,1,133,1015.10,67.4,48.0,49,0.8,334
2017-02-10 03:42:00,1012.50,67.0,47.2,48,0,133,1015.08,67.4,48.0,49,0.7,334
2017-02-10 03:47:00,1012.50,67.0,47.2,48,1,133,1015.08,67.4,48.0,49,0.8,334
2017-02-10 03:52:00,1012.50,67.0,47.2,48,1,133,1017.28,64.7,47.6,53,1.4,73
2017-02-10 03:58:00,1012.60,67.0,47.2,48,1,133,1017.40,64.7,47.6,53,1.4,73
2017-02-10 04:03:00,1012.60,67.0,47.7,50,0,133,1017.41,64.7,47.6,53,1.4,73
2017-02-10 04:08:00,1012.70,66.0,46.8,49,0,0,1017.41,64.7,47.6,53,1.4,79
2017-02-10 04:13:00,1012.70,66.0,47.4,51,0,0,1017.40,64.7,47.6,53,1.4,79
2017-02-10 04:18:00,1012.60,66.0,47.4,51,0,133,1017.20,64.7,47.6,53,1.4,73
2017-02-10 04:23:00,1012.60,66.0,47.4,51,0,132,1017.11,64.7,47.6,53,1.4,73
2017-02-10 04:28:00,1012.60,65.0,46.9,52,1,132,1016.69,64.7,47.6,53,1.4,73
2017-02-10 04:33:00,1012.60,65.0,46.9,52,1,102,1016.69,64.7,47.6,53,1.4,73
2017-02-10 04:38:00,1012.60,65.0,46.9,52,0,102,1015.27,64.7,47.6,53,1.4,73
2017-02-10 04:43:00,1012.60,65.0,47.4,52,0,102,1015.27,64.7,47.6,53,1.4,73
2017-02-10 04:48:00,1012.60,64.0,47.0,54,0,102,1015.27,64.7,47.6,53,1.4,73
2017-02-10 04:53:00,1012.60,64.0,47.0,54,0,102,1017.34,63.6,47.3,55,1.0,77
2017-02-10 04:58:00,1012.70,64.0,47.5,54,0,102,1017.50,63.6,47.3,55,1.0,77
2017-02-10 05:04:00,1012.80,63.0,46.6,54,0,102,1017.52,63.6,47.3,55,1.0,77
2017-02-10 05:09:00,1012.70,63.0,47.0,55,0,102,1017.76,63.6,47.3,55,1.0,77
2017-02-10 05:14:00,1012.80,63.0,47.5,56,0,102,1017.76,63.6,47.3,55,1.0,77
2017-02-10 05:20:00,1012.80,62.0,46.6,57,0,0,1017.18,63.6,47.3,55,1.0,83
2017-02-10 05:25:00,1012.90,62.0,47.0,58,0,0,1016.95,63.6,47.3,55,1.0,83
2017-02-10 05:30:00,1013.00,62.0,47.5,58,0,0,1015.24,63.6,47.3,55,1.0,83
2017-02-10 05:35:00,1013.10,62.0,47.5,58,0,0,1015.33,63.6,47.3,55,1.0,83
2017-02-10 05:40:00,1013.10,61.0,47.0,59,0,0,1015.33,63.6,47.3,55,1.0,83
2017-02-10 05:45:00,1013.10,60.0,46.5,61,0,102,1015.33,63.6,47.3,55,1.0,77
2017-02-10 05:51:00,1013.10,60.0,46.9,61,0,0,1017.44,61.8,47.0,58,0.5,37
2017-02-10 05:56:00,1013.10,60.0,47.4,62,0,0,1017.43,61.8,47.0,58,0.5,37
2017-02-10 06:01:00,1013.20,60.0,47.4,62,0,0,1017.44,61.8,47.0,58,0.5,37
2017-02-10 06:07:00,1013.20,60.0,47.4,62,0,102,1017.45,61.8,47.0,58,0.5,31
2017-02-10 06:12:00,1013.20,60.0,47.4,62,0,102,1017.40,61.8,47.0,58,0.5,31
2017-02-10 06:17:00,1013.20,59.0,46.4,62,0,0,1017.38,61.8,47.0,58,0.5,37
2017-02-10 06:22:00,1013.20,59.0,46.8,64,0,0,1017.38,61.8,47.0,58,0.5,37
2017-02-10 06:28:00,1013.20,59.0,46.4,62,0,0,1017.66,61.8,47.0,58,0.5,37
2017-02-10 06:33:00,1013.20,59.0,46.8,64,0,0,1017.67,61.8,47.0,58,0.5,37
2017-02-10 06:38:00,1013.20,59.0,46.4,62,0,0,1017.66,61.8,47.0,58,0.5,37
2017-02-10 06:43:00,1013.20,59.0,46.4,62,0,0,1017.32,61.8,47.0,58,0.5,37
2017-02-10 06:48:00,1013.40,59.0,46.4,62,0,0,1015.22,61.8,47.0,58,0.5,37
2017-02-10 06:53:00,1013.40,59.0,46.0,62,0,0,1017.73,59.7,46.5,61,0.3,70
2017-02-10 06:58:00,1013.20,59.0,46.0,62,0,0,1017.70,59.7,46.5,61,0.3,70
2017-02-10 07:03:00,1013.10,59.0,45.6,61,0,102,1017.69,59.7,46.5,61,0.3,64
2017-02-10 07:08:00,1013.10,59.0,45.6,61,0,102,1017.70,59.7,46.5,61,0.3,64
2017-02-10 07:13:00,1013.00,59.0,45.6,61,0,102,1017.69,59.7,46.5,61,0.3,64
2017-02-10 07:18:00,1013.00,59.0,45.1,59,0,102,1017.69,59.7,46.5,61,0.3,64
2017-02-10 07:23:00,1013.10,59.0,45.6,61,0,102,1017.70,59.7,46.5,61,0.3,64
2017-02-10 07:28:00,1013.10,58.0,44.6,61,0,102,1017.68,59.7,46.5,61,0.3,64
2017-02-10 07:34:00,1013.20,58.0,44.6,61,0,0,1017.25,59.7,46.5,61,0.3,70
2017-02-10 07:39:00,1013.20,58.0,44.6,61,0,0,1016.62,59.7,46.5,61,0.3,70
2017-02-10 07:44:00,1013.20,58.0,45.0,61,0,0,1015.26,59.7,46.5,61,0.3,70
2017-02-10 07:49:00,1013.10,58.0,45.0,61,0,0,1015.29,59.7,46.5,61,0.3,70
2017-02-10 07:54:00,1013.10,57.0,44.1,62,0,102,1018.07,57.7,45.8,64,0.8,45
2017-02-10 07:59:00,1013.10,57.0,44.1,62,0,102,1018.08,57.7,45.8,64,0.8,45
2017-02-10 08:04:00,1013.10,58.0,44.6,61,0,102,1017.51,57.7,45.8,64,0.8,45
2017-02-10 08:09:00,1013.00,58.0,44.6,61,0,102,1017.54,57.7,45.8,64,0.8,45
2017-02-10 08:14:00,1012.90,58.0,44.2,59,0,102,1017.40,57.7,45.8,64,0.8,45
2017-02-10 08:19:00,1012.90,58.0,44.2,59,0,102,1017.41,57.7,45.8,64,0.8,45
2017-02-10 08:24:00,1012.80,58.0,43.8,58,1,125,1017.39,57.7,45.8,64,0.8,45
2017-02-10 08:29:00,1012.70,58.0,43.3,58,1,135,1017.39,57.7,45.8,64,0.8,45
2017-02-10 08:35:00,1012.80,58.0,42.9,56,1,135,1017.54,57.7,45.8,64,0.8,45
2017-02-10 08:40:00,1012.80,58.0,42.9,56,0,135,1017.17,57.7,45.8,64,0.8,45
2017-02-10 08:45:00,1012.90,58.0,43.8,58,0,0,1015.09,57.7,45.8,64,0.8,50
2017-02-10 08:50:00,1013.00,57.0,43.7,60,0,0,1018.21,55.8,44.4,65,0.6,66
2017-02-10 08:55:00,1012.90,56.0,43.2,62,0,0,1017.68,55.8,44.4,65,0.6,66
2017-02-10 09:00:00,1012.80,56.0,43.6,62,0,0,1018.18,55.8,44.4,65,0.6,66
2017-02-10 09:06:00,1012.70,56.0,44.0,63,0,0,1018.29,55.8,44.4,65,0.6,66
2017-02-10 09:11:00,1012.70,55.0,43.0,64,0,0,1018.29,55.8,44.4,65,0.6,66
2017-02-10 09:16:00,1012.70,55.0,43.5,64,0,0,1018.19,55.8,44.4,65,0.6,66
2017-02-10 09:21:00,1012.70,55.0,43.9,65,0,0,1017.69,55.8,44.4,65,0.6,66
2017-02-10 09:26:00,1012.60,55.0,43.9,65,0,0,1016.92,55.8,44.4,65,0.6,66
2017-02-10 09:31:00,1012.60,54.0,43.7,68,0,0,1016.86,55.8,44.4,65,0.6,66
2017-02-10 09:36:00,1012.60,54.0,44.1,68,0,0,1017.11,55.8,44.4,65,0.6,66
2017-02-10 09:41:00,1012.60,54.0,44.1,68,0,0,1015.20,55.8,44.4,65,0.6,66
2017-02-10 09:47:00,1012.60,54.0,44.4,70,0,0,1014.45,55.8,44.4,65,0.6,66
2017-02-10 09:52:00,1012.60,54.0,44.4,70,0,0,1017.28,55.5,43.8,64,0.5,26
2017-02-10 09:57:00,1012.60,54.0,44.4,70,0,0,1016.45,55.5,43.8,64,0.5,26
2017-02-10 10:02:00,1012.60,54.0,44.4,70,0,0,1017.64,55.5,43.8,64,0.5,26
2017-02-10 10:08:00,1012.60,53.0,44.2,72,0,0,1016.86,55.5,43.8,64,0.5,26
2017-02-10 10:13:00,1012.60,53.0,44.2,72,0,0,1016.81,55.5,43.8,64,0.5,26
2017-02-10 10:19:00,1012.60,53.0,44.2,72,0,0,1016.80,55.5,43.8,64,0.5,26
2017-02-10 10:24:00,1012.70,53.0,43.9,70,0,0,1016.75,55.5,43.8,64,0.5,26
2017-02-10 10:29:00,1012.60,53.0,44.2,72,0,0,1016.75,55.5,43.8,64,0.5,26
2017-02-10 10:34:00,1012.60,53.0,43.9,70,0,0,1016.75,55.5,43.8,64,0.5,26
2017-02-10 10:39:00,1012.70,53.0,43.5,69,0,0,1016.52,55.5,43.8,64,0.5,26
2017-02-10 10:45:00,1012.70,53.0,43.9,70,0,0,1014.35,55.5,43.8,64,0.5,26
2017-02-10 10:50:00,1012.60,53.0,43.9,70,0,0,1017.00,55.7,42.9,62,1.2,54
2017-02-10 10:55:00,1012.60,53.0,43.5,69,0,0,1017.05,55.7,42.9,62,1.2,54
2017-02-10 11:00:00,1012.50,53.0,43.1,68,0,0,1017.92,55.6,42.9,62,1.2,54
2017-02-10 11:05:00,1012.50,53.0,42.7,67,0,0,1017.94,55.6,42.9,62,1.2,54
2017-02-10 11:10:00,1012.40,53.0,42.7,67,0,106,1017.92,55.6,42.9,62,1.2,48
2017-02-10 11:15:00,1012.40,53.0,42.3,67,1,84,1017.42,55.6,42.9,62,1.2,48
2017-02-10 11:20:00,1012.40,53.0,42.0,66,2,83,1017.48,55.6,42.9,62,1.2,48
2017-02-10 11:26:00,1012.50,53.0,42.0,66,0,83,1016.64,55.6,42.9,62,1.2,48
2017-02-10 11:31:00,1012.40,53.0,42.3,67,0,0,1016.60,55.6,42.9,62,1.2,54
2017-02-10 11:36:00,1012.40,53.0,42.3,67,0,0,1016.18,55.7,42.9,62,1.2,54
2017-02-10 11:41:00,1012.40,53.0,42.3,67,0,83,1014.77,55.7,42.9,62,1.2,48
2017-02-10 11:46:00,1012.50,53.0,42.3,67,0,83,1014.14,55.8,42.9,61,1.2,48
2017-02-10 11:51:00,1012.70,52.0,41.8,68,0,0,1016.19,53.7,42.1,64,0.3,106
2017-02-10 11:56:00,1012.70,52.0,42.1,69,0,0,1016.61,53.7,42.1,64,0.3,106
2017-02-10 12:01:00,1012.60,52.0,42.1,69,0,0,1016.60,53.8,42.1,64,0.3,106
2017-02-10 12:07:00,1012.60,52.0,42.5,69,0,0,1016.60,53.8,42.1,64,0.3,106
2017-02-10 12:12:00,1012.70,52.0,42.1,69,0,0,1016.55,53.8,42.1,64,0.3,106
2017-02-10 12:17:00,1012.70,52.0,42.1,69,0,0,1016.57,53.8,42.1,64,0.3,106
2017-02-10 12:22:00,1012.70,52.0,42.1,69,0,0,1016.63,53.8,42.1,64,0.3,106
2017-02-10 12:27:00,1012.70,52.0,42.5,69,0,0,1016.63,53.8,42.1,64,0.3,106
2017-02-10 12:33:00,1012.80,52.0,42.1,69,0,0,1016.60,53.8,42.1,64,0.3,106
2017-02-10 12:38:00,1012.80,51.0,41.2,68,0,0,1016.75,53.8,42.1,64,0.3,106
2017-02-10 12:43:00,1012.90,51.0,41.2,68,0,0,1016.30,53.8,42.1,64,0.3,106
2017-02-10 12:48:00,1012.90,51.0,41.6,69,0,83,1014.05,53.8,42.1,64,0.3,100
2017-02-10 12:53:00,1013.00,51.0,41.6,69,0,83,1017.53,52.9,41.8,65,1.2,63
2017-02-10 12:58:00,1013.20,51.0,41.6,69,0,0,1017.53,52.9,41.8,65,1.2,69
2017-02-10 13:03:00,1013.20,51.0,41.6,69,1,83,1017.06,52.9,41.8,65,1.2,63
2017-02-10 13:08:00,1013.20,51.0,41.2,68,3,84,1017.05,52.9,41.8,65,1.2,63
2017-02-10 13:13:00,1013.20,51.0,40.8,67,4,81,1017.03,52.9,41.8,65,1.2,63
2017-02-10 13:18:00,1013.20,51.0,40.8,67,3,92,1017.03,52.9,41.8,65,1.2,63
2017-02-10 13:23:00,1013.50,51.0,40.4,66,1,80,1017.01,52.9,41.8,65,1.2,63
2017-02-10 13:28:00,1013.60,51.0,40.8,67,0,80,1016.99,52.9,41.8,65,1.2,63
2017-02-10 13:33:00,1013.50,51.0,40.4,66,0,0,1017.13,52.9,41.8,65,1.2,69
2017-02-10 13:38:00,1013.70,51.0,40.4,66,0,0,1016.52,52.9,41.8,65,1.2,69
2017-02-10 13:43:00,1013.70,51.0,40.4,66,0,0,1015.79,52.9,41.8,65,1.2,69
2017-02-10 13:49:00,1013.80,51.0,40.4,66,0,0,1015.38,52.9,41.8,65,1.2,69
2017-02-10 13:54:00,1013.80,51.0,40.4,66,0,0,1018.17,55.0,41.1,59,0.5,54
2017-02-10 13:59:00,1013.80,51.0,40.4,66,0,0,1017.12,55.0,41.1,59,0.5,54
2017-02-10 14:04:00,1013.80,52.0,41.4,67,0,0,1017.69,55.1,41.1,59,0.5,54
2017-02-10 14:10:00,1014.00,52.0,41.0,66,1,140,1017.66,54.5,41.1,60,0.5,49
2017-02-10 14:15:00,1014.00,52.0,41.0,66,2,140,1017.57,54.9,41.1,59,0.5,49
2017-02-10 14:20:00,1014.00,52.0,41.0,66,1,140,1017.58,54.9,41.1,59,0.5,49
2017-02-10 14:25:00,1014.10,52.0,40.6,64,1,140,1017.57,54.9,41.1,59,0.5,49
2017-02-10 14:30:00,1014.10,52.0,40.6,64,1,140,1017.57,54.9,41.1,59,0.5,49
2017-02-10 14:35:00,1014.20,53.0,40.8,63,2,142,1017.57,54.9,41.1,59,0.5,49
2017-02-10 14:40:00,1014.20,54.0,40.9,61,3,140,1017.31,54.8,41.1,59,0.5,49
2017-02-10 14:45:00,1014.20,55.0,41.4,59,3,135,1016.03,54.8,41.1,59,0.5,49
2017-02-10 14:50:00,1014.30,55.0,40.9,59,2,134,1019.50,57.3,41.1,54,0.7,105
2017-02-10 14:55:00,1014.20,55.0,40.5,58,1,134,1019.48,57.2,41.1,54,0.7,105
2017-02-10 15:00:00,1014.30,55.0,40.0,57,1,144,1019.42,57.2,41.1,54,0.7,105
2017-02-10 15:05:00,1014.30,56.0,40.5,56,3,162,1019.44,57.2,41.1,54,0.7,105
2017-02-10 15:10:00,1014.40,56.0,40.1,54,3,145,1019.44,57.2,41.2,54,0.7,105
2017-02-10 15:15:00,1014.50,57.0,40.5,54,3,148,1019.45,57.2,41.2,54,0.7,105
2017-02-10 15:20:00,1014.60,58.0,41.0,52,3,150,1018.92,57.2,41.1,54,0.7,105
2017-02-10 15:25:00,1014.80,59.0,41.4,52,2,174,1018.00,57.2,41.1,54,0.7,105
2017-02-10 15:30:00,1014.80,59.0,40.9,51,2,128,1018.00,55.6,41.1,58,0.7,105
2017-02-10 15:35:00,1014.80,60.0,40.8,48,2,134,1018.72,55.6,41.1,58,0.7,105
2017-02-10 15:40:00,1014.90,61.0,40.6,46,3,142,1016.63,55.6,41.1,58,0.7,105
2017-02-10 15:45:00,1014.90,62.0,41.0,46,3,130,1016.18,56.6,41.1,56,0.7,105
2017-02-10 15:50:00,1015.00,62.0,39.8,43,4,123,1019.78,65.8,41.9,41,1.2,103
2017-02-10 15:55:00,1015.00,63.0,40.1,43,4,174,1019.21,65.8,41.9,41,1.2,103
2017-02-10 16:01:00,1015.00,64.0,39.8,40,3,132,1019.67,65.8,41.9,41,1.2,103
2017-02-10 16:06:00,1015.00,65.0,39.4,38,2,148,1019.62,65.9,41.9,41,1.2,103
2017-02-10 16:11:00,1015.00,66.0,40.3,39,1,110,1018.13,65.9,41.9,41,1.2,103
2017-02-10 16:16:00,1015.00,67.0,39.9,36,1,119,1018.69,65.9,41.9,41,1.2,103
2017-02-10 16:21:00,1015.00,68.0,41.4,38,1,101,1018.76,65.9,41.9,41,1.2,103
2017-02-10 16:26:00,1015.10,68.0,40.8,37,1,66,1018.78,65.8,41.9,41,1.2,103
2017-02-10 16:31:00,1015.10,68.0,40.0,35,1,66,1018.75,64.9,41.9,43,1.2,103
2017-02-10 16:36:00,1015.10,69.0,40.2,35,0,78,1018.70,65.0,41.9,42,1.2,103
2017-02-10 16:41:00,1015.10,69.0,40.9,35,1,101,1016.56,65.0,41.9,42,1.2,103
2017-02-10 16:46:00,1015.10,69.0,40.9,35,1,61,1016.04,63.0,41.9,45,1.2,103
2017-02-10 16:51:00,1015.10,69.0,43.7,39,1,9,1018.90,72.8,42.5,33,0.6,79
2017-02-10 16:56:00,1015.10,69.0,43.7,39,1,22,1018.90,72.8,42.3,33,0.6,79
2017-02-10 17:01:00,1015.10,69.0,43.0,38,0,22,1018.90,72.9,42.3,33,0.6,79
2017-02-10 17:06:00,1015.20,69.0,42.3,38,0,21,1018.87,72.9,42.3,33,0.6,79
2017-02-10 17:11:00,1015.00,70.0,41.8,36,0,21,1018.87,72.9,42.3,33,0.6,79
2017-02-10 17:17:00,1015.00,71.0,42.7,35,0,21,1018.90,72.9,42.3,33,0.6,79
2017-02-10 17:22:00,1014.90,72.0,42.8,35,0,0,1018.99,72.9,42.3,33,0.6,85
2017-02-10 17:27:00,1014.90,72.0,42.1,33,0,0,1018.99,72.9,42.3,33,0.6,85
2017-02-10 17:32:00,1014.80,73.0,42.2,32,0,21,1018.99,72.9,42.3,33,0.6,79
2017-02-10 17:37:00,1014.80,73.0,41.4,32,0,21,1018.88,72.9,42.3,33,0.6,79
2017-02-10 17:42:00,1014.80,74.0,42.3,32,0,21,1015.89,72.9,42.3,33,0.6,79
2017-02-10 17:47:00,1014.80,74.0,40.6,29,0,20,1016.16,72.8,42.3,33,0.6,79
2017-02-10 17:52:00,1014.60,75.0,40.6,28,0,20,1018.93,77.6,39.3,25,0.8,138
2017-02-10 17:57:00,1014.50,75.0,39.7,28,0,17,1018.46,77.4,39.3,25,0.8,138
2017-02-10 18:02:00,1014.50,75.0,39.7,28,0,17,1018.21,77.4,39.3,25,0.8,138
2017-02-10 18:07:00,1014.50,76.0,40.5,27,0,279,1018.76,77.4,39.3,25,0.8,138
2017-02-10 18:12:00,1014.50,77.0,40.4,26,0,252,1018.88,77.4,39.3,25,0.8,138
2017-02-10 18:17:00,1014.40,77.0,39.5,25,0,231,1018.75,77.4,39.3,25,0.8,138
2017-02-10 18:22:00,1014.30,77.0,38.5,25,1,226,1018.21,77.4,39.3,25,0.8,138
2017-02-10 18:27:00,1014.40,78.0,40.3,26,1,186,1017.43,77.4,39.3,25,0.8,138
2017-02-10 18:33:00,1014.20,78.0,39.3,24,1,252,1017.43,77.4,39.3,25,0.8,138
2017-02-10 18:38:00,1014.20,78.0,39.3,24,1,232,1017.43,77.4,39.3,25,0.8,138
